3,2,4,0,5,2,9
3,2,5,2,5,2,9
3,2,5,2,2,2,9
3,2,5,2,2,2,9
3,2,5,2,5,2,9
3,2,5,2,5,0,9
3,2,5,2,2,2,9
3,2,5,2,2,2,9
3,2,5,2,2,0,9
3,2,5,0,5,2,9
3,2,5,0,2,2,9
3,2,5,0,2,0,9
3,2,5,0,2,6,9
3,2,5,6,2,0,9
3,2,2,2,5,2,9
3,2,2,2,5,2,9
3,2,2,2,2,2,9
3,2,2,2,3,2,9
3,2,2,2,3,2,9
3,2,2,2,5,2,9
3,2,2,2,5,2,9
3,2,2,2,5,0,9
3,2,2,2,2,2,9
3,2,2,2,2,0,9
3,2,2,2,3,2,9
3,2,2,2,3,2,9
3,2,2,2,3,0,9
3,2,2,0,5,2,9
3,2,2,0,5,0,9
3,2,2,0,2,2,9
3,2,2,0,2,6,9
3,2,2,0,3,2,9
3,2,2,0,3,0,9
3,2,2,0,3,6,9
3,2,2,6,5,0,9
3,2,2,6,2,0,9
3,2,2,6,3,0,9
3,2,2,6,3,6,9
3,2,2,6,3,5,9
3,2,2,5,3,6,9
3,2,3,2,2,2,9
3,2,3,2,2,2,9
3,2,3,2,3,2,9
3,2,3,2,0,2,9
3,2,3,2,0,2,9
3,2,3,2,2,2,9
3,2,3,2,2,2,9
3,2,3,2,2,0,9
3,2,3,2,3,2,9
3,2,3,2,3,0,9
3,2,3,2,0,2,9
3,2,3,2,0,2,9
3,2,3,2,0,0,9
3,2,3,0,2,2,9
3,2,3,0,2,0,9
3,2,3,0,2,6,9
3,2,3,0,3,2,9
3,2,3,0,3,6,9
3,2,3,0,0,2,9
3,2,3,0,0,0,9
3,2,3,0,0,6,9
3,2,3,6,2,0,9
3,2,3,6,2,6,9
3,2,3,6,3,0,9
3,2,3,6,3,5,9
3,2,3,6,0,0,9
3,2,3,6,0,6,9
3,2,3,6,0,5,9
3,2,3,5,2,6,9
3,2,3,5,3,6,9
3,2,3,5,0,6,9
3,2,3,5,0,5,9
3,2,3,5,0,6,9
3,2,3,6,0,5,9
3,2,0,2,3,2,9
3,2,0,2,3,2,9
3,2,0,2,0,2,9
